,gene_P,gene_R,corr,cor
1974,FAM184A,FAM184A,0.167594803,<0.3
3337,MTF1,MTF1,0.167588527,<0.3
699,BUB3,BUB3,0.167523476,<0.3
1385,CRIM1,CRIM1,0.167488029,<0.3
5801,YAF2,YAF2,0.167435087,<0.3
2717,KDM1A,KDM1A,0.167249937,<0.3
429,ATP6V0A2,ATP6V0A2,0.167188355,<0.3
3513,NEDD9,NEDD9,0.167161517,<0.3
2913,LIN7B,LIN7B,0.166933203,<0.3
2276,GPAM,GPAM,0.166916376,<0.3
5078,SPCS2,SPCS2,0.166895519,<0.3
1379,CRCP,CRCP,0.166736786,<0.3
4824,SLC12A4,SLC12A4,0.166711119,<0.3
5746,WDR17,WDR17,0.166572904,<0.3
3843,PDE6D,PDE6D,0.16649308,<0.3
5646,UBE2Q2,UBE2Q2,0.166442144,<0.3
1413,CSNK1A1,CSNK1A1,0.166414699,<0.3
3262,MRPL11,MRPL11,0.1664129,<0.3
3966,PIKFYVE,PIKFYVE,0.166404553,<0.3
4565,RREB1,RREB1,0.166356551,<0.3
5635,UBAC1,UBAC1,0.166317515,<0.3
3656,NUP205,NUP205,0.16610669,<0.3
4746,SF3A2,SF3A2,0.166099631,<0.3
2269,GNG5,GNG5,0.165908869,<0.3
3581,NRF1,NRF1,0.165881443,<0.3
1922,EXOC3,EXOC3,0.165843762,<0.3
4745,SF1,SF1,0.165791296,<0.3
5321,TGFBRAP1,TGFBRAP1,0.165768406,<0.3
611,BECN1,BECN1,0.165490691,<0.3
2431,HEATR1,HEATR1,0.165422083,<0.3
4488,RPL34,RPL34,0.165409098,<0.3
1025,CDC42,CDC42,0.165330202,<0.3
2640,ITGAD,ITGAD,0.165311272,<0.3
3777,PCBP4,PCBP4,0.165261492,<0.3
5649,UBL7,UBL7,0.165199114,<0.3
850,CACNA1H,CACNA1H,0.16519178,<0.3
2352,GRK5,GRK5,0.16515875,<0.3
5799,XRCC6BP1,XRCC6BP1,0.165138093,<0.3
3932,PHF23,PHF23,0.164952956,<0.3
5724,VPS28,VPS28,0.164928249,<0.3
3825,PCGF3,PCGF3,0.164815727,<0.3
1596,DNAH3,DNAH3,0.164784768,<0.3
5463,TMEM9B,TMEM9B,0.164745088,<0.3
4549,RQCD1,RQCD1,0.164609488,<0.3
3545,NIPSNAP3B,NIPSNAP3B,0.164357438,<0.3
945,CCDC18,CCDC18,0.164332798,<0.3
273,AP1AR,AP1AR,0.164275192,<0.3
1760,ENPEP,ENPEP,0.164188087,<0.3
709,C11orf83,C11orf83,0.164179878,<0.3
3560,NOLC1,NOLC1,0.164094855,<0.3
2889,LDHC,LDHC,0.16399598,<0.3
4188,PTPN3,PTPN3,0.163919998,<0.3
5147,SSBP3,SSBP3,0.163851964,<0.3
3816,PCDHGB2,PCDHGB2,0.163807117,<0.3
4346,RGPD1,RGPD1,0.163682772,<0.3
451,ATXN1L,ATXN1L,0.163499377,<0.3
3304,MRPS18A,MRPS18A,0.163355906,<0.3
4200,PUM2,PUM2,0.163250658,<0.3
2626,IQCE,IQCE,0.163230126,<0.3
3857,PDRG1,PDRG1,0.163205625,<0.3
5710,VAMP3,VAMP3,0.163178027,<0.3
4818,SKIV2L,SKIV2L,0.163144346,<0.3
2272,GNPTG,GNPTG,0.162988401,<0.3
5076,SPATC1,SPATC1,0.162952182,<0.3
492,BAP1,BAP1,0.162835906,<0.3
5560,TRNAU1AP,TRNAU1AP,0.162805065,<0.3
3450,NARF,NARF,0.162697003,<0.3
2724,KDM6B,KDM6B,0.162583569,<0.3
735,C16orf93,C16orf93,0.162421232,<0.3
5036,SNX17,SNX17,0.162360601,<0.3
6058,ZNF573,ZNF573,0.162269999,<0.3
4526,RPS24,RPS24,0.162164,<0.3
4126,PRPF39,PRPF39,0.162124742,<0.3
3701,OTUD1,OTUD1,0.162051207,<0.3
617,BFSP1,BFSP1,0.161992739,<0.3
2425,HCFC1,HCFC1,0.161607628,<0.3
1634,DTL,DTL,0.161506893,<0.3
2,A2M,A2M,0.161464035,<0.3
4263,RALGDS,RALGDS,0.161215939,<0.3
2374,GTPBP8,GTPBP8,0.160986658,<0.3
761,C1QB,C1QB,0.160891043,<0.3
4954,SLC39A7,SLC39A7,0.160836712,<0.3
3048,LSM5,LSM5,0.160747529,<0.3
1572,DLG4,DLG4,0.160741001,<0.3
4079,PPP2R2D,PPP2R2D,0.160702545,<0.3
3446,NAIP,NAIP,0.1607001,<0.3
5253,TCF12,TCF12,0.160543808,<0.3
3862,PDSS1,PDSS1,0.160533853,<0.3
2684,KBTBD11,KBTBD11,0.160451364,<0.3
5882,ZDHHC6,ZDHHC6,0.160443193,<0.3
1499,DCTN3,DCTN3,0.160369289,<0.3
4304,RBM41,RBM41,0.160291952,<0.3
5599,TTC31,TTC31,0.160235088,<0.3
4032,POLR2A,POLR2A,0.160229192,<0.3
1350,COX5A,COX5A,0.160077867,<0.3
1468,CYFIP1,CYFIP1,0.160010948,<0.3
912,CCDC101,CCDC101,0.159969929,<0.3
6013,ZNF470,ZNF470,0.159839941,<0.3
2073,FBXW5,FBXW5,0.159821171,<0.3
240,ANAPC2,ANAPC2,0.159814881,<0.3
891,CASKIN1,CASKIN1,0.159764278,<0.3
5766,WDR87,WDR87,0.159678583,<0.3
6109,ZNF789,ZNF789,0.159671161,<0.3
2099,FKBP1B,FKBP1B,0.159645748,<0.3
2968,LMF2,LMF2,0.159600628,<0.3
1955,FAM118A,FAM118A,0.159493116,<0.3
3090,MAPK12,MAPK12,0.159261704,<0.3
3534,NHP2L1,NHP2L1,0.159058282,<0.3
5545,TRIM59,TRIM59,0.159055426,<0.3
1383,CREM,CREM,0.159032625,<0.3
1249,CINP,CINP,0.158932152,<0.3
2257,GLTSCR2,GLTSCR2,0.158918995,<0.3
1959,FAM133B,FAM133B,0.158815843,<0.3
4163,PSMB5,PSMB5,0.158748077,<0.3
4578,RYBP,RYBP,0.158747132,<0.3
2295,GPR89A,GPR89A,0.158610986,<0.3
5053,SP3,SP3,0.158530697,<0.3
3713,PAF1,PAF1,0.158518554,<0.3
2206,GBA2,GBA2,0.158403077,<0.3
2633,IRX4,IRX4,0.158381769,<0.3
724,C14orf159,C14orf159,0.157919249,<0.3
1262,CLEC14A,CLEC14A,0.157911022,<0.3
6069,ZNF611,ZNF611,0.15790714,<0.3
4324,RECQL4,RECQL4,0.157857139,<0.3
319,ARHGEF9,ARHGEF9,0.157811184,<0.3
4950,SLC38A1,SLC38A1,0.157627484,<0.3
5962,ZNF3,ZNF3,0.157564144,<0.3
3823,PCDHGC5,PCDHGC5,0.157335072,<0.3
2095,FIG4,FIG4,0.15730373,<0.3
5669,UNC13A,UNC13A,0.157275268,<0.3
2074,FBXW8,FBXW8,0.157263285,<0.3
456,AXIN1,AXIN1,0.157223273,<0.3
2180,FYTTD1,FYTTD1,0.157205826,<0.3
1816,ERCC2,ERCC2,0.157160427,<0.3
5621,TULP3,TULP3,0.157071302,<0.3
277,AP2B1,AP2B1,0.157047675,<0.3
4680,SECISBP2L,SECISBP2L,0.1567773,<0.3
5026,SNRPB2,SNRPB2,0.156679371,<0.3
2273,GOLGA7,GOLGA7,0.15667353,<0.3
803,C6orf163,C6orf163,0.156471418,<0.3
2409,HAPLN1,HAPLN1,0.156401404,<0.3
268,ANP32C,ANP32C,0.156360339,<0.3
171,AGBL4,AGBL4,0.156302008,<0.3
5943,ZNF227,ZNF227,0.156007294,<0.3
5525,TRAF7,TRAF7,0.155891029,<0.3
2266,GNB2,GNB2,0.155879345,<0.3
950,CCDC41,CCDC41,0.155794849,<0.3
2481,HOXA4,HOXA4,0.155665048,<0.3
4575,RUNX1T1,RUNX1T1,0.155528918,<0.3
3319,MRPS9,MRPS9,0.155276476,<0.3
1409,CRY2,CRY2,0.15519928,<0.3
3369,MUSTN1,MUSTN1,0.155118214,<0.3
113,ADAT1,ADAT1,0.155031161,<0.3
3277,MRPL33,MRPL33,0.154788115,<0.3
2058,FBXL13,FBXL13,0.154717745,<0.3
725,C14orf166,C14orf166,0.154712523,<0.3
4157,PSMA6,PSMA6,0.154653625,<0.3
993,CCNT2,CCNT2,0.154476831,<0.3
5937,ZNF213,ZNF213,0.154440465,<0.3
5230,TAF3,TAF3,0.154314557,<0.3
4564,RRAGB,RRAGB,0.154288418,<0.3
4050,POMP,POMP,0.154258747,<0.3
2759,KIF18A,KIF18A,0.154255,<0.3
2769,KIF26B,KIF26B,0.153935164,<0.3
63,ABLIM2,ABLIM2,0.153870789,<0.3
502,BBX,BBX,0.153797606,<0.3
2841,KLHL11,KLHL11,0.153787165,<0.3
1676,ECD,ECD,0.153777561,<0.3
5676,UQCRB,UQCRB,0.153734218,<0.3
5828,ZBTB48,ZBTB48,0.153634936,<0.3
6097,ZNF732,ZNF732,0.153554401,<0.3
2667,JMJD1C,JMJD1C,0.153439692,<0.3
982,CCM2,CCM2,0.153209362,<0.3
2420,HAUS3,HAUS3,0.153201678,<0.3
2606,INADL,INADL,0.153077016,<0.3
3242,MNT,MNT,0.153027697,<0.3
2219,GEN1,GEN1,0.152969181,<0.3
5106,SPTB,SPTB,0.152948087,<0.3
4938,SLC30A5,SLC30A5,0.152938923,<0.3
2377,GXYLT1,GXYLT1,0.152870339,<0.3
5647,UBE2W,UBE2W,0.15283816,<0.3
1557,DIS3L,DIS3L,0.152812609,<0.3
246,ANKAR,ANKAR,0.152805646,<0.3
4325,REEP3,REEP3,0.152798598,<0.3
4226,RAB6B,RAB6B,0.152405448,<0.3
3040,LRRK1,LRRK1,0.152217424,<0.3
416,ATP5A1,ATP5A1,0.152191782,<0.3
3394,MYH15,MYH15,0.152179734,<0.3
4819,SLAIN1,SLAIN1,0.152175623,<0.3
2048,FASTKD2,FASTKD2,0.152088128,<0.3
3710,PABPC4L,PABPC4L,0.152077387,<0.3
4918,SLC27A5,SLC27A5,0.151922483,<0.3
5212,SYNC,SYNC,0.151848256,<0.3
5325,THAP11,THAP11,0.151810405,<0.3
327,ARL2,ARL2,0.151617551,<0.3
925,CCDC14,CCDC14,0.151519422,<0.3
4997,SMEK2,SMEK2,0.151463689,<0.3
3768,PARVB,PARVB,0.151459981,<0.3
3071,MAGEE1,MAGEE1,0.151447965,<0.3
885,CARD6,CARD6,0.151430003,<0.3
3589,NRIP2,NRIP2,0.151383888,<0.3
6110,ZNF791,ZNF791,0.151048511,<0.3
2258,GNA11,GNA11,0.150883563,<0.3
3451,NARG2,NARG2,0.150691814,<0.3
2259,GNA14,GNA14,0.150490946,<0.3
2391,GYPC,GYPC,0.150412489,<0.3
4852,SLC25A3,SLC25A3,0.150224527,<0.3
4664,SDC2,SDC2,0.150194616,<0.3
5944,ZNF229,ZNF229,0.149877097,<0.3
5893,ZFP3,ZFP3,0.149770386,<0.3
5225,TAF13,TAF13,0.149753263,<0.3
2975,LOC391322,LOC391322,0.149451894,<0.3
5544,TRIM46,TRIM46,0.149433155,<0.3
4273,RARRES2,RARRES2,0.149213831,<0.3
1532,DDX54,DDX54,0.149146737,<0.3
808,C7orf63,C7orf63,0.149049791,<0.3
793,C4orf33,C4orf33,0.149034535,<0.3
6159,ZZZ3,ZZZ3,0.14895483,<0.3
666,BRD2,BRD2,0.148811105,<0.3
5956,ZNF280D,ZNF280D,0.148776424,<0.3
5935,ZNF208,ZNF208,0.148754894,<0.3
926,CCDC141,CCDC141,0.148601505,<0.3
3660,NUP43,NUP43,0.148478258,<0.3
197,AKNA,AKNA,0.148296442,<0.3
4443,ROGDI,ROGDI,0.148292559,<0.3
5864,ZDHHC2,ZDHHC2,0.148219565,<0.3
2605,INA,INA,0.148100463,<0.3
1016,CD84,CD84,0.147608664,<0.3
1288,CMTM6,CMTM6,0.147364539,<0.3
2705,KCNMA1,KCNMA1,0.147345711,<0.3
4579,RYR1,RYR1,0.147316312,<0.3
160,AEBP2,AEBP2,0.147311449,<0.3
5677,UQCRC1,UQCRC1,0.14726795,<0.3
3260,MRP63,MRP63,0.147236153,<0.3
5901,ZFYVE9,ZFYVE9,0.146971494,<0.3
2628,IQSEC3,IQSEC3,0.146951503,<0.3
4992,SMC3,SMC3,0.146872538,<0.3
4754,SGCB,SGCB,0.146747175,<0.3
834,C9orf16,C9orf16,0.146687911,<0.3
3282,MRPL39,MRPL39,0.146599516,<0.3
4397,RMND5A,RMND5A,0.146583677,<0.3
3814,PCDHGA7,PCDHGA7,0.146421236,<0.3
3353,MTMR8,MTMR8,0.146252858,<0.3
4088,PPTC7,PPTC7,0.146225541,<0.3
6113,ZNF805,ZNF805,0.14617988,<0.3
3276,MRPL30,MRPL30,0.146134208,<0.3
4472,RPL19,RPL19,0.146111481,<0.3
287,APBA2,APBA2,0.146071369,<0.3
1416,CSNK1G1,CSNK1G1,0.145922653,<0.3
244,ANGPTL1,ANGPTL1,0.145474391,<0.3
3042,LRRN3,LRRN3,0.145466307,<0.3
866,CACNB1,CACNB1,0.145095381,<0.3
2977,LOC729020,LOC729020,0.144902955,<0.3
5934,ZNF207,ZNF207,0.144832237,<0.3
871,CAMK1,CAMK1,0.144822803,<0.3
2914,LIN7C,LIN7C,0.144764435,<0.3
730,C16orf80,C16orf80,0.144671866,<0.3
3280,MRPL37,MRPL37,0.144594518,<0.3
302,ARAP2,ARAP2,0.144539786,<0.3
1606,DNAJC25,DNAJC25,0.144526388,<0.3
1612,DNLZ,DNLZ,0.144455051,<0.3
6083,ZNF677,ZNF677,0.144074055,<0.3
78,ACSL6,ACSL6,0.143889803,<0.3
3844,PDE7A,PDE7A,0.143879395,<0.3
2274,GOLGB1,GOLGB1,0.143752521,<0.3
5899,ZFX,ZFX,0.143722963,<0.3
2378,GXYLT2,GXYLT2,0.143683956,<0.3
880,CAPNS1,CAPNS1,0.143596499,<0.3
3528,NFYB,NFYB,0.143431037,<0.3
5557,TRIM8,TRIM8,0.143238815,<0.3
5760,WDR66,WDR66,0.1432174,<0.3
1421,CTAGE1,CTAGE1,0.143214079,<0.3
496,BAZ2B,BAZ2B,0.142958155,<0.3
4117,PRKX,PRKX,0.142925291,<0.3
4771,SH3TC2,SH3TC2,0.142818997,<0.3
723,C14orf119,C14orf119,0.142801175,<0.3
5700,USP43,USP43,0.14271005,<0.3
1051,CDKN2C,CDKN2C,0.142550193,<0.3
4207,QRICH2,QRICH2,0.142293209,<0.3
5571,TSC22D2,TSC22D2,0.142279572,<0.3
2466,HMGA1,HMGA1,0.142215163,<0.3
990,CCNL1,CCNL1,0.142135476,<0.3
5001,SMURF1,SMURF1,0.142017081,<0.3
1495,DCLK3,DCLK3,0.141753225,<0.3
2223,GGCX,GGCX,0.141659838,<0.3
1512,DDR2,DDR2,0.141561451,<0.3
414,ATP2B2,ATP2B2,0.141492983,<0.3
490,BANF1,BANF1,0.141452609,<0.3
1504,DCUN1D3,DCUN1D3,0.141396198,<0.3
1378,CRAMP1L,CRAMP1L,0.141353887,<0.3
5042,SON,SON,0.141247105,<0.3
804,C6orf47,C6orf47,0.1411178,<0.3
5692,USP12,USP12,0.140939989,<0.3
5323,TGM5,TGM5,0.140853442,<0.3
5684,URM1,URM1,0.14054258,<0.3
4023,POC1B,POC1B,0.140472426,<0.3
1420,CSPP1,CSPP1,0.140410311,<0.3
6033,ZNF546,ZNF546,0.14033688,<0.3
5491,TOP3A,TOP3A,0.140280142,<0.3
5207,SURF6,SURF6,0.140258577,<0.3
5771,WLS,WLS,0.140177985,<0.3
4206,PYGM,PYGM,0.14016549,<0.3
789,C3orf17,C3orf17,0.140007522,<0.3
4305,RBM42,RBM42,0.139996895,<0.3
2439,HERC3,HERC3,0.139895203,<0.3
5698,USP38,USP38,0.139832855,<0.3
4979,SLTM,SLTM,0.139661148,<0.3
4989,SMARCE1,SMARCE1,0.139635541,<0.3
5834,ZC3H12B,ZC3H12B,0.13960543,<0.3
6115,ZNF836,ZNF836,0.139530546,<0.3
2100,FKBPL,FKBPL,0.139475561,<0.3
1740,ELOF1,ELOF1,0.139373324,<0.3
1322,COL24A1,COL24A1,0.139156253,<0.3
306,ARHGAP11B,ARHGAP11B,0.139146238,<0.3
5582,TSSC4,TSSC4,0.138977653,<0.3
206,ALG11,ALG11,0.138903625,<0.3
2616,INSRR,INSRR,0.13863826,<0.3
5797,XAB2,XAB2,0.138580838,<0.3
4518,RPS15A,RPS15A,0.138573651,<0.3
6014,ZNF48,ZNF48,0.138571747,<0.3
3465,NCLN,NCLN,0.138398509,<0.3
3921,PGRMC2,PGRMC2,0.138392696,<0.3
4193,PTPRN2,PTPRN2,0.138300898,<0.3
5952,ZNF273,ZNF273,0.138090314,<0.3
2043,FAR1,FAR1,0.137999459,<0.3
4234,RAC1,RAC1,0.137991164,<0.3
2733,KIAA0430,KIAA0430,0.137826747,<0.3
140,ADCY9,ADCY9,0.137746893,<0.3
3973,PJA2,PJA2,0.137659514,<0.3
4299,RBM23,RBM23,0.137490764,<0.3
4380,RIMBP3,RIMBP3,0.137354523,<0.3
2487,HOXC5,HOXC5,0.137194187,<0.3
3254,MPHOSPH6,MPHOSPH6,0.137188244,<0.3
2858,KRT32,KRT32,0.137154007,<0.3
1339,COPE,COPE,0.137132406,<0.3
5750,WDR34,WDR34,0.136887877,<0.3
5236,TARDBP,TARDBP,0.136881831,<0.3
1980,FAM20A,FAM20A,0.136845576,<0.3
1267,CLIC5,CLIC5,0.136776805,<0.3
760,C1QA,C1QA,0.136570343,<0.3
1044,CDKL1,CDKL1,0.136476991,<0.3
5707,UTP3,UTP3,0.136405111,<0.3
4345,RGP1,RGP1,0.136162209,<0.3
3464,NCKAP5L,NCKAP5L,0.136002184,<0.3
6059,ZNF587,ZNF587,0.135903138,<0.3
734,C16orf89,C16orf89,0.135812079,<0.3
3294,MRPL53,MRPL53,0.13573137,<0.3
1984,FAM21B,FAM21B,0.135726373,<0.3
4395,RIT1,RIT1,0.135722716,<0.3
5108,SPTBN5,SPTBN5,0.135535409,<0.3
6085,ZNF687,ZNF687,0.135447484,<0.3
2879,LBH,LBH,0.135334903,<0.3
6017,ZNF493,ZNF493,0.13491891,<0.3
4582,SACS,SACS,0.134887189,<0.3
4467,RPL14,RPL14,0.134578058,<0.3
3992,PLCE1,PLCE1,0.134503319,<0.3
3503,NDUFS4,NDUFS4,0.134241366,<0.3
5815,YTHDC1,YTHDC1,0.134101843,<0.3
1823,ERGIC3,ERGIC3,0.133946175,<0.3
6015,ZNF486,ZNF486,0.133883575,<0.3
6079,ZNF664,ZNF664,0.133711508,<0.3
24,ABCB10,ABCB10,0.133514643,<0.3
5644,UBE2G2,UBE2G2,0.133508988,<0.3
4266,RANBP2,RANBP2,0.133503077,<0.3
2660,JAM3,JAM3,0.133399599,<0.3
2443,HGF,HGF,0.133274446,<0.3
3285,MRPL42,MRPL42,0.133242553,<0.3
5588,TTC16,TTC16,0.133230809,<0.3
1108,CHD4,CHD4,0.133105955,<0.3
4498,RPL4,RPL4,0.133067549,<0.3
5031,SNRPG,SNRPG,0.132997379,<0.3
5572,TSEN15,TSEN15,0.132925297,<0.3
1335,COMMD6,COMMD6,0.132633224,<0.3
3259,MPV17,MPV17,0.132565852,<0.3
1380,CREB1,CREB1,0.132527935,<0.3
4422,RNF39,RNF39,0.132367218,<0.3
5338,THOC7,THOC7,0.132339156,<0.3
4213,RAB11FIP3,RAB11FIP3,0.132252947,<0.3
2883,LCAT,LCAT,0.132155875,<0.3
771,C2CD3,C2CD3,0.132146879,<0.3
1299,CNOT8,CNOT8,0.13201811,<0.3
3273,MRPL27,MRPL27,0.13192572,<0.3
5616,TUBB8,TUBB8,0.131865381,<0.3
3275,MRPL3,MRPL3,0.131812002,<0.3
2976,LOC649330,LOC649330,0.131810619,<0.3
920,CCDC121,CCDC121,0.131693809,<0.3
4129,PRPF4B,PRPF4B,0.131660306,<0.3
2654,JAG1,JAG1,0.131643526,<0.3
5044,SOX12,SOX12,0.131438623,<0.3
889,CASC3,CASC3,0.131198536,<0.3
5577,TSPAN14,TSPAN14,0.131149027,<0.3
2375,GTSE1,GTSE1,0.131106672,<0.3
5378,TMED5,TMED5,0.131026146,<0.3
1486,DCAF15,DCAF15,0.130977569,<0.3
693,BUB1,BUB1,0.130828433,<0.3
3537,NHS,NHS,0.130782106,<0.3
4432,RNPC3,RNPC3,0.13043146,<0.3
267,ANO8,ANO8,0.130299896,<0.3
3478,NDUFA2,NDUFA2,0.130278584,<0.3
762,C1QC,C1QC,0.130181219,<0.3
4711,SERINC1,SERINC1,0.130155628,<0.3
4083,PPP3R1,PPP3R1,0.130079495,<0.3
2620,INTS5,INTS5,0.129937804,<0.3
275,AP1M2,AP1M2,0.129930151,<0.3
5587,TTC14,TTC14,0.129681607,<0.3
6114,ZNF813,ZNF813,0.129638911,<0.3
3118,MBIP,MBIP,0.129602413,<0.3
3291,MRPL50,MRPL50,0.129587295,<0.3
3197,MIER2,MIER2,0.12953756,<0.3
5716,VEZF1,VEZF1,0.129446139,<0.3
2604,IMP4,IMP4,0.129235025,<0.3
1622,DPH3,DPH3,0.129222594,<0.3
5529,TRAPPC4,TRAPPC4,0.128861164,<0.3
5485,TOMM20,TOMM20,0.128859632,<0.3
1644,DVL3,DVL3,0.128829592,<0.3
4569,RSL1D1,RSL1D1,0.128582415,<0.3
5591,TTC21B,TTC21B,0.128481518,<0.3
5564,TRPC4,TRPC4,0.128474529,<0.3
2680,KAT2A,KAT2A,0.128342531,<0.3
444,ATP9B,ATP9B,0.128337457,<0.3
3117,MBD3,MBD3,0.128245773,<0.3
491,BANP,BANP,0.128191706,<0.3
1720,EIF2S3,EIF2S3,0.12814868,<0.3
2380,GYG2,GYG2,0.128060629,<0.3
5979,ZNF335,ZNF335,0.12803572,<0.3
3325,MSL1,MSL1,0.128020776,<0.3
4522,RPS2,RPS2,0.128000209,<0.3
2014,FAM92B,FAM92B,0.127849546,<0.3
6004,ZNF439,ZNF439,0.1277127,<0.3
2263,GNAT2,GNAT2,0.127696949,<0.3
4183,PTPDC1,PTPDC1,0.127657122,<0.3
4175,PTCD2,PTCD2,0.127603654,<0.3
1934,EXOSC7,EXOSC7,0.127595025,<0.3
281,AP3B2,AP3B2,0.127578137,<0.3
1965,FAM13C,FAM13C,0.127567163,<0.3
1353,COX6B1,COX6B1,0.127491749,<0.3
1914,EVI5,EVI5,0.127345888,<0.3
5863,ZDBF2,ZDBF2,0.127307935,<0.3
2539,IDH3B,IDH3B,0.127263925,<0.3
782,C2orf72,C2orf72,0.127192328,<0.3
4085,PPP4R2,PPP4R2,0.127158576,<0.3
326,ARL11,ARL11,0.127109947,<0.3
1933,EXOSC6,EXOSC6,0.126846492,<0.3
2652,ITPRIPL2,ITPRIPL2,0.126573691,<0.3
2190,GAL3ST1,GAL3ST1,0.126500641,<0.3
5561,TRO,TRO,0.126384275,<0.3
4596,SASS6,SASS6,0.126245892,<0.3
425,ATP5L,ATP5L,0.12617983,<0.3
689,BTN2A1,BTN2A1,0.126020754,<0.3
1824,ERH,ERH,0.125907797,<0.3
5658,UBXN4,UBXN4,0.125892219,<0.3
3499,NDUFC2,NDUFC2,0.125854181,<0.3
4778,SHC4,SHC4,0.125825555,<0.3
2966,LMAN1,LMAN1,0.125814297,<0.3
4462,RPL10A,RPL10A,0.125708054,<0.3
1211,CHSY1,CHSY1,0.125635667,<0.3
411,ATP2A1,ATP2A1,0.125378079,<0.3
5636,UBAC2,UBAC2,0.125239793,<0.3
5535,TRIM23,TRIM23,0.125155821,<0.3
1743,EMB,EMB,0.125123482,<0.3
3893,PFKFB1,PFKFB1,0.125094317,<0.3
312,ARHGAP22,ARHGAP22,0.125076995,<0.3
4071,PPIE,PPIE,0.125048148,<0.3
2528,HYDIN,HYDIN,0.124787153,<0.3
2246,GLS2,GLS2,0.124674274,<0.3
1104,CFTR,CFTR,0.124640313,<0.3
5681,URB1,URB1,0.124606646,<0.3
3271,MRPL22,MRPL22,0.124388933,<0.3
4063,PPDPF,PPDPF,0.123984194,<0.3
1041,CDK5RAP3,CDK5RAP3,0.12385598,<0.3
806,C7,C7,0.123558153,<0.3
3953,PIGX,PIGX,0.12331227,<0.3
5017,SNIP1,SNIP1,0.123308559,<0.3
4576,RUVBL2,RUVBL2,0.123306659,<0.3
5958,ZNF285,ZNF285,0.123132168,<0.3
676,BRSK1,BRSK1,0.122883931,<0.3
1620,DPF2,DPF2,0.122806801,<0.3
4082,PPP3CC,PPP3CC,0.122797548,<0.3
1351,COX5B,COX5B,0.122790333,<0.3
2494,HPN,HPN,0.122443808,<0.3
3933,PHF3,PHF3,0.122371335,<0.3
23,ABCB1,ABCB1,0.122312014,<0.3
2618,INTS12,INTS12,0.122246662,<0.3
3527,NFYA,NFYA,0.12219821,<0.3
4542,RPS7,RPS7,0.122115425,<0.3
5810,YIPF6,YIPF6,0.122086276,<0.3
5167,STK17A,STK17A,0.122034961,<0.3
5641,UBE2D2,UBE2D2,0.121999991,<0.3
4390,RIMS1,RIMS1,0.121910812,<0.3
4198,PTTG1IP,PTTG1IP,0.121844439,<0.3
4308,RBMXL1,RBMXL1,0.121804811,<0.3
1528,DDX26B,DDX26B,0.12180139,<0.3
4131,PRPF8,PRPF8,0.121740098,<0.3
5805,YIF1B,YIF1B,0.12155853,<0.3
5661,UCKL1,UCKL1,0.121414906,<0.3
5138,SRRM5,SRRM5,0.121090882,<0.3
1325,COL2A1,COL2A1,0.121047175,<0.3
3049,LSM7,LSM7,0.121033509,<0.3
3961,PIK3C3,PIK3C3,0.120828486,<0.3
3290,MRPL48,MRPL48,0.120757289,<0.3
3336,MTERFD3,MTERFD3,0.120552736,<0.3
3778,PCCB,PCCB,0.120529682,<0.3
4594,SARNP,SARNP,0.120479414,<0.3
5487,TOMM5,TOMM5,0.120292704,<0.3
6084,ZNF681,ZNF681,0.120269723,<0.3
5250,TBX2,TBX2,0.120237927,<0.3
5269,TEC,TEC,0.120187806,<0.3
4573,RTTN,RTTN,0.119986515,<0.3
3368,MTX3,MTX3,0.119969137,<0.3
334,ARL6IP6,ARL6IP6,0.119890334,<0.3
3972,PJA1,PJA1,0.119881583,<0.3
3853,PDHA1,PDHA1,0.119613733,<0.3
3011,LRRC16B,LRRC16B,0.119550862,<0.3
1947,F5,F5,0.119339657,<0.3
5809,YIPF5,YIPF5,0.119300717,<0.3
5786,WRB,WRB,0.119268336,<0.3
3076,MAN2A2,MAN2A2,0.119160908,<0.3
5640,UBE2D1,UBE2D1,0.118942268,<0.3
1991,FAM53B,FAM53B,0.118806723,<0.3
1813,ERC2,ERC2,0.11876418,<0.3
5706,UTP18,UTP18,0.118593833,<0.3
2761,KIF19,KIF19,0.118589666,<0.3
632,BLZF1,BLZF1,0.118555822,<0.3
348,ARNTL,ARNTL,0.118444954,<0.3
202,ALDH3B1,ALDH3B1,0.118358515,<0.3
748,C19orf70,C19orf70,0.118196096,<0.3
2558,IGSF10,IGSF10,0.11802133,<0.3
3326,MSL3,MSL3,0.117741229,<0.3
2756,KIAA2026,KIAA2026,0.117517241,<0.3
5730,VPS72,VPS72,0.117396022,<0.3
5939,ZNF223,ZNF223,0.11734654,<0.3
4733,SETD5,SETD5,0.117231166,<0.3
286,AP4S1,AP4S1,0.117023808,<0.3
2536,ICOSLG,ICOSLG,0.117009222,<0.3
1754,EML5,EML5,0.116925403,<0.3
763,C2,C2,0.11674014,<0.3
93,ACTR3B,ACTR3B,0.116481899,<0.3
4002,PLEKHH1,PLEKHH1,0.116336643,<0.3
875,CAMLG,CAMLG,0.116231875,<0.3
4208,QSOX2,QSOX2,0.116230582,<0.3
3967,PIP5K1A,PIP5K1A,0.116203672,<0.3
2224,GGNBP2,GGNBP2,0.116128892,<0.3
797,C5orf42,C5orf42,0.115923099,<0.3
5818,YY2,YY2,0.11587628,<0.3
5412,TMEM41B,TMEM41B,0.115828222,<0.3
